id	chr	txStart	txEnd	cdsStart	cdsEnd	strand	txLength	cdsstartrelgene	cdsendrelgene	name	name2	geneSymbol	desc	txcateg	KGcanonicalclusterID	factor_iscoding	meanExp
id_YDL223C	chr4	61410	64620	61410	64556	-	3210	65	3210	YDL223C	HBT1	YDL223C	Substrate of the Hub1p ubiquitin-like protein that localizes to the shmoo tip (mating projection); mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis	CDS	clust1753	coding	70.9128125
id_YDL224C	chr4	58435	60703	58553	60502	-	2268	202	2150	YDL224C	WHI4	YDL224C	Putative RNA binding protein and partially redundant Whi3p homolog that regulates the cell size requirement for passage through Start and commitment to cell division	CDS	clust1754	coding	31.2040625
id_YDL225W	chr4	56601	58310	56601	58256	+	1709	1	1655	YDL225W	SHS1,SEP7	YDL225W	One of five related septins (Cdc3p, Cdc10p, Cdc11p, Cdc12p, Shs1p) that form a cortical filamentous collar at the mother-bud neck which is necessary for normal morphogenesis and cytokinesis	CDS	clust1755	coding	88.465625
id_YDL226C	chr4	55269	56341	55271	56329	-	1072	13	1070	YDL226C	GCS1	YDL226C	ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport; shares functional similarity with Glo3p	CDS	clust1756	coding	44.226875
id_YDL227C	chr4	50428	52189	50428	52188	-	1761	2	1761	YDL227C	HO	YDL227C	Site-specific endonuclease required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p and Ash1p	CDS	clust1757	coding	2.123125
id_YDL228C	chr4	49433	50075	49433	50074	-	642	2	642	YDL228C	YDL228C	YDL228C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene SSB1	CDS	clust1758	coding	0.2228125
id_YDL229W	chr4	48221	50063	48221	50062	+	1842	1	1841	YDL229W	SSB1,YG101	YDL229W	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p	CDS	clust1759	coding	196.8034375
id_YDL230W	chr4	46825	47891	46856	47863	+	1066	32	1038	YDL230W	PTP1	YDL230W	Phosphotyrosine-specific protein phosphatase that dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria	CDS	clust1760	coding	72.18625
id_YDL231C	chr4	43000	46450	43026	46403	-	3450	48	3424	YDL231C	BRE4	YDL231C	Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport	CDS	clust1761	coding	33.223125
id_YDL232W	chr4	42630	42916	42646	42756	+	286	17	126	YDL232W	OST4	YDL232W	Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex	CDS	clust1762	coding	241.126875
id_YDL233W	chr4	40956	42482	40956	42332	+	1526	1	1376	YDL233W	YDL233W	YDL233W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL233W is not an essential gene	CDS	clust1763	coding	60.2521875
id_YDL234C	chr4	38334	40697	38396	40636	-	2363	62	2301	YDL234C	GYP7	YDL234C	GTPase-activating protein for yeast Rab family members including%3A Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking	CDS	clust1764	coding	101.8609375
id_YDL235C	chr4	37505	38201	37573	38076	-	696	126	628	YDL235C	YPD1	YDL235C	Phosphorelay intermediate protein, phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus	CDS	clust1765	coding	162.073125
id_YDL236W	chr4	36442	37427	36458	37396	+	985	17	954	YDL236W	PHO13	YDL236W	Alkaline phosphatase specific for p-nitrophenyl phosphate, involved in dephosphorylation of histone II-A and casein	CDS	clust1766	coding	68.8315625
id_YDL237W	chr4	34800	36016	34820	35992	+	1216	21	1192	YDL237W	YDL237W	YDL237W	Putative protein of unknown function; YDL237W is not an essential gene	CDS	clust1767	coding	48.71
id_YDL238C	chr4	33099	34618	33148	34617	-	1519	2	1470	YDL238C	GUD1	YDL238C	Guanine deaminase, a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures	CDS	clust1768	coding	31.069375
id_YDL239C	chr4	30537	32951	30565	32937	-	2414	15	2386	YDL239C	ADY3	YDL239C	Protein required for spore wall formation, thought to mediate assembly of a Don1p-containing structure at the leading edge of the prospore membrane via interaction with spindle pole body components; potentially phosphorylated by Cdc28p	CDS	clust1769	coding	301.321875
id_YDL240C-A	chr4	26633	26771	26633	26770	-	138	2	138	YDL240C-A	YDL240C-A	YDL240C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species	CDS	clust1770	coding	0.0890625
id_YDL240W	chr4	26942	30071	26985	30038	+	3129	44	3096	YDL240W	LRG1	YDL240W	Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 1,3-beta-glucan synthesis	CDS	clust1771	coding	4.091875
id_YDL241W	chr4	24802	25262	24802	25173	+	460	1	371	YDL241W	YDL241W	YDL241W	Putative protein of unknown function; YDL241W is not an essential gene	CDS	clust1772	coding	45.673125
id_YDL242W	chr4	23132	23489	23132	23488	+	357	1	356	YDL242W	YDL242W	YDL242W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust1773	coding	1.7684375
id_YDL243C	chr4	21751	22946	21751	22739	-	1195	208	1195	YDL243C	AAD4	YDL243C	Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase, involved in the oxidative stress response	CDS	clust1774	coding	17.575
id_YDL244W	chr4	20378	21401	20378	21400	+	1023	1	1022	YDL244W	THI13	YDL244W	Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13	CDS	clust1775	coding	13.9334375
id_YDL245C	chr4	15831	17535	15831	17534	-	1704	2	1704	YDL245C	HXT15	YDL245C	Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose	CDS	clust1776	coding	0.096875
id_YDL246C	chr4	12835	13909	12835	13908	-	1074	2	1074	YDL246C	SOR2	YDL246C	Protein of unknown function, computational analysis of large-scale protein-protein interaction data suggests a possible role in fructose or mannose metabolism	CDS	clust1777	coding	0
id_YDL247W	chr4	10136	11967	10136	11966	+	1831	1	1830	YDL247W	MPH2	YDL247W	Alpha-glucoside permease, transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication	CDS	clust1778	coding	0
id_YDL247W-A	chr4	7913	7988	7913	7987	+	75	1	74	YDL247W-A	YDL247W-A	YDL247W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species	CDS	clust1779	coding	0
id_YDL248W	chr4	2595	7104	2601	7103	+	4509	7	4508	YDL248W	COS7	YDL248W	Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	CDS	clust1780	coding	127.278125
id_YDR001C	chr4	462464	464726	462468	464723	-	2262	4	2258	YDR001C	NTH1	YDR001C	Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; may be phosphorylated by Cdc28p	CDS	clust1783	coding	156.9646875
id_YDR002W	chr4	465293	466009	465294	465899	+	716	2	606	YDR002W	YRB1,SFO1,HTN1,CST20	YDR002W	Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1	CDS	clust1784	coding	844.305625
id_YDR003W	chr4	466371	467284	466371	467003	+	913	1	632	YDR003W	RCR2	YDR003W	Vacuolar protein that presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; similar to Rcr1p	CDS	clust1785	coding	97.463125
id_YDR003W-A	chr4	467031	467288	467031	467153	+	257	1	122	YDR003W-A	YDR003W-A	YDR003W-A	Putative protein of unknown function; identified by expression profiling and mass spectrometry	CDS	clust1786	coding	42.1096875
id_YDR004W	chr4	467450	468931	467450	468832	+	1481	1	1382	YDR004W	RAD57	YDR004W	Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p	CDS	clust1787	coding	31.551875
id_YDR005C	chr4	468976	470414	469071	470338	-	1358	77	1263	YDR005C	MAF1	YDR005C	Negative regulator of RNA polymerase III; component of several signaling pathways that repress polymerase III transcription in response to changes in cellular environment; targets the initiation factor TFIIIB	CDS	clust1788	coding	253.670625
id_YDR006C	chr4	470703	473560	470777	473482	-	2857	79	2783	YDR006C	SOK1	YDR006C	Protein whose overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13	CDS	clust1789	coding	28.0765625
id_YDR007W	chr4	474077	474752	474077	474751	+	675	1	674	YDR007W	TRP1	YDR007W	Phosphoribosylanthranilate isomerase that catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)	CDS	clust1790	coding	14.0096875
id_YDR008C	chr4	474487	474838	474487	474837	-	351	2	351	YDR008C	YDR008C	YDR008C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust1791	coding	0
id_YDR009W	chr4	475669	477232	475669	477231	+	1563	1	1562	YDR009W	GAL3	YDR009W	Transcriptional regulator involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity	CDS	clust1792	coding	44.28
id_YDR010C	chr4	477286	477647	477286	477646	-	361	2	361	YDR010C	YDR010C	YDR010C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust1793	coding	0.280625
id_YDR011W	chr4	478153	482790	478181	482686	+	4637	29	4533	YDR011W	SNQ2	YDR011W	Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species	CDS	clust1794	coding	31.42375
id_YDR012W	chr4	484084	485229	484114	485202	+	1145	31	1118	YDR012W	RPL4B	YDR012W	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl4Ap and has similarity to E. coli L4 and rat L4 ribosomal proteins	CDS	clust1795	coding	115.9571875
id_YDR013W	chr4	485418	486067	485418	486044	+	649	1	626	YDR013W	PSF1,CDC101	YDR013W	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery	CDS	clust1796	coding	32.9621875
id_YDR014W	chr4	486299	488491	486307	488250	+	2192	9	1951	YDR014W	RAD61	YDR014W	Protein of unknown function; mutation confers radiation sensitivity	CDS	clust1797	coding	11.1934375
id_YDR014W-A	chr4	490062	490676	490074	490562	+	614	13	500	YDR014W-A	HED1	YDR014W-A	Meiosis-specific protein that down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; early meiotic gene, transcribed specifically during meiotic prophase	CDS	clust1798	coding	758.9815625
id_YDR015C	chr4	490237	490477	490237	490476	-	240	2	240	YDR015C	YDR015C	YDR015C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene HED1%2FYDR014W-A	CDS	clust1799	coding	0
id_YDR016C	chr4	490689	491036	490751	491035	-	347	2	285	YDR016C	DAD1	YDR016C	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	CDS	clust1800	coding	72.7953125
id_YDR017C	chr4	491252	494545	491392	494544	-	3293	2	3153	YDR017C	KCS1	YDR017C	Inositol hexakisphosphate (IP6) kinase, also has inositol heptakisphosphate (IP7) kinase activity, required for proper vacuole morphology and involved in salt stress response; contains two leucine heptad repeats	CDS	clust1801	coding	81.394375
id_YDR018C	chr4	494859	496162	494943	496131	-	1303	32	1219	YDR018C	YDR018C	YDR018C	Probable membrane protein with three predicted transmembrane domains; homologous to Ybr042cp, similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase; null exhibits no apparent phenotype	CDS	clust1802	coding	117.52
id_YDR019C	chr4	496389	497637	496434	497636	-	1248	2	1203	YDR019C	GCV1,GSD1	YDR019C	T subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm	CDS	clust1803	coding	528.1571875
id_YDR020C	chr4	498016	498715	498016	498714	-	699	2	699	YDR020C	DAS2	YDR020C	Predicted protein shares weak similarity with uridine kinases and with phosphoribokinases; null mutant suppresses dst1delta sensitivity for 6-azauracil	CDS	clust1804	coding	10.8
id_YDR021W	chr4	499073	500277	499073	500272	+	1204	1	1199	YDR021W	FAL1	YDR021W	Nucleolar protein required for maturation of 18S rRNA, member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases	CDS	clust1805	coding	16.45
id_YDR022C	chr4	500274	500953	500341	500931	-	679	23	612	YDR022C	CIS1,ATG31	YDR022C	Protein required for autophagosome formation in concert with Atg17p; may be involved in microtubule organization; high-copy suppressor of CIK1 deletion	CDS	clust1806	coding	39.1696875
id_YDR023W	chr4	501764	503158	501764	503152	+	1394	1	1388	YDR023W	SES1	YDR023W	Cytosolic seryl-tRNA synthetase, class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p	CDS	clust1807	coding	214.620625
id_YDR024W	chr4	503273	503761	503273	503760	+	488	1	487	YDR024W	FYV1	YDR024W	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin	CDS	clust1808	coding	0.389375
id_YDR025W	chr4	503770	504583	503773	504582	+	474	4	473	YDR025W	RPS11A	YDR025W	Protein component of the small (40S) ribosomal subunit; identical to Rps11Bp and has similarity to E. coli S17 and rat S11 ribosomal proteins	CDS	clust1809	coding	133.818125
id_YDR026C	chr4	504680	506678	504814	506526	-	1998	153	1864	YDR026C	YDR026C	YDR026C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein that may bind to the Ter region of rDNA; interacts physically with Fob1p	CDS	clust1810	coding	34.5096875
id_YDR027C	chr4	506842	509590	506907	509576	-	2748	15	2683	YDR027C	VPS54,TCS3,CGP1,LUV1	YDR027C	Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; potentially phosphorylated by Cdc28p	CDS	clust1811	coding	31.27375
id_YDR028C	chr4	509816	513395	510093	513134	-	3579	262	3302	YDR028C	REG1,SRN1,SPP43,PZF240,HEX2	YDR028C	Regulatory subunit of type 1 protein phosphatase Glc7p, involved in negative regulation of glucose-repressible genes	CDS	clust1812	coding	105.6965625
id_YDR029W	chr4	513354	513669	513354	513668	+	315	1	314	YDR029W	YDR029W	YDR029W	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data	CDS	clust1813	coding	0.1296875
id_YDR030C	chr4	514001	515528	514007	515527	-	1527	2	1521	YDR030C	RAD28	YDR030C	Protein involved in transcription-coupled repair nucleotide excision repair of UV-induced DNA lesions; homolog of human CSA protein	CDS	clust1814	coding	18.4728125
id_YDR031W	chr4	515729	516216	515752	516117	+	487	24	388	YDR031W	MIC14	YDR031W	Mitochondrial intermembrane space cysteine motif protein of 14 kDa	CDS	clust1815	coding	30.07125
id_YDR032C	chr4	516347	516954	516353	516949	-	607	6	601	YDR032C	PST2	YDR032C	Protein with similarity to members of a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	CDS	clust1816	coding	649.8190625
id_YDR033W	chr4	520359	521449	520398	521360	+	1090	40	1001	YDR033W	MRH1	YDR033W	Protein that localizes primarily to the plasma membrane, also found at the nuclear envelope; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; has similarity to Hsp30p and Yro2p	CDS	clust1817	coding	75.1259375
id_YDR034C	chr4	521919	524497	521987	524359	-	2578	139	2510	YDR034C	LYS14	YDR034C	Transcriptional activator involved in regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer	CDS	clust1818	coding	36.8690625
id_YDR034C-A	chr4	533638	533815	533638	533814	-	177	2	177	YDR034C-A	YDR034C-A	YDR034C-A	Putative protein of unknown function; contained within the solo Ty1 LTR element YDRWdelta7	CDS	clust1819	coding	0
id_YDR034C-C	chr4	530898	532345	530898	532344	-	1447	2	1447	YDR034C-C	YDR034C-C	YDR034C-C	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag	CDS	clust1820	coding	0
id_YDR034C-D	chr4	526901	532345	526901	532344	-	5443	2	5443	YDR034C-D	YDR034C-D	YDR034C-D	Retrotransposon TYA Gag and TYB Pol genes; transcribed%2Ftranslated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes	CDS	clust1821	coding	0
id_YDR034W-B	chr4	534813	535013	534813	534968	+	200	1	155	YDR034W-B	YDR034W-B	YDR034W-B	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery	CDS	clust1822	coding	629.88
id_YDR035W	chr4	535272	536435	535315	536428	+	1163	44	1156	YDR035W	ARO3	YDR035W	3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan	CDS	clust1823	coding	175.53
id_YDR036C	chr4	536578	538208	536705	538207	-	1630	2	1503	YDR036C	EHD3,MRP5	YDR036C	Protein with an indirect role in endocytic membrane trafficking, member of a family of enoyl-CoA hydratase%2Fisomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated	CDS	clust1824	coding	78.2365625
id_YDR037W	chr4	540035	541822	540035	541810	+	1787	1	1775	YDR037W	KRS1,GCD5	YDR037W	Lysyl-tRNA synthetase; also identified as a negative regulator of general control of amino acid biosynthesis	CDS	clust1825	coding	61.97375
id_YDR038C	chr4	542035	545311	542035	545310	-	3276	2	3276	YDR038C	ENA5	YDR038C	Protein with similarity to P-type ATPase sodium pumps, member of the Na%2B efflux ATPase family	CDS	clust1826	coding	160.4971875
id_YDR039C	chr4	545920	549196	545920	549195	-	3276	2	3276	YDR039C	ENA2	YDR039C	P-type ATPase sodium pump, involved in Na%2B efflux to allow salt tolerance; likely not involved in Li%2B efflux	CDS	clust1827	coding	0
id_YDR040C	chr4	549919	553194	549919	553193	-	3275	2	3275	YDR040C	ENA1,PMR2,HOR6	YDR040C	P-type ATPase sodium pump, involved in Na%2B and Li%2B efflux to allow salt tolerance	CDS	clust1828	coding	181.81375
id_YDR041W	chr4	554509	555215	554515	555126	+	706	7	617	YDR041W	RSM10	YDR041W	Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins	CDS	clust1829	coding	124.22125
id_YDR042C	chr4	555273	555916	555313	555915	-	643	2	603	YDR042C	YDR042C	YDR042C	Putative protein of unknown function; expression is increased in ssu72-ts69 mutant	CDS	clust1830	coding	2075.1165625
id_YDR043C	chr4	557273	558209	557381	558076	-	936	134	828	YDR043C	NRG1	YDR043C	Transcriptional repressor that recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response	CDS	clust1831	coding	107.633125
id_YDR044W	chr4	561198	562236	561226	562212	+	1038	29	1014	YDR044W	HEM13	YDR044W	Coproporphyrinogen III oxidase, an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway; localizes to the mitochondrial inner membrane; transcription is repressed by oxygen and heme (via Rox1p and Hap1p)	CDS	clust1832	coding	233.63125
id_YDR045C	chr4	562562	563010	562562	562894	-	448	117	448	YDR045C	RPC11	YDR045C	RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS	CDS	clust1833	coding	22.8809375
id_YDR046C	chr4	563349	565164	563349	565163	-	1815	2	1815	YDR046C	BAP3,PAP1	YDR046C	Amino acid permease involved in the uptake of cysteine, leucine, isoleucine and valine	CDS	clust1834	coding	4.598125
id_YDR047W	chr4	566440	567560	566440	567528	+	1120	1	1088	YDR047W	HEM12,HEM6	YDR047W	Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; activity inhibited by Cu2%2B, Zn2%2B, Fe2%2B, Fe3%2B and sulfhydryl-specific reagents	CDS	clust1835	coding	64.466875
id_YDR048C	chr4	567664	567979	567664	567978	-	315	2	315	YDR048C	YDR048C	YDR048C	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data	CDS	clust1836	coding	0.7209375
id_YDR049W	chr4	567800	569818	567834	569731	+	2018	35	1931	YDR049W	YDR049W	YDR049W	Zinc finger protein; putative transcription factor that may interact with proteins involved in histone acetylation or deacetylation; may be involved in altering acetylation on histone lysines	CDS	clust1837	coding	19.416875
id_YDR050C	chr4	570305	571052	570305	571051	-	747	2	747	YDR050C	TPI1	YDR050C	Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region	CDS	clust1838	coding	1023.3203125
id_YDR051C	chr4	571605	572640	571635	572639	-	1035	2	1005	YDR051C	YDR051C	YDR051C	Protein of unknown function; interacts with Hsp82p in two-hybrid assay; deletion confers sensitivity to Nickel	CDS	clust1839	coding	63.3565625
id_YDR052C	chr4	572902	575207	573091	575205	-	2305	3	2116	YDR052C	DBF4,DNA52,LSD7	YDR052C	Regulatory subunit of Cdc7p-Dbf4p kinase complex, required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated	CDS	clust1840	coding	84.040625
id_YDR053W	chr4	574829	575225	574829	575224	+	396	1	395	YDR053W	YDR053W	YDR053W	Putative protein of unknown function; open reading frame overlaps 5' end of essential DBF4 gene encoding the regulatory subunit of the Cdc7p-Dbf4p kinase complex	CDS	clust1841	coding	0.0259375
id_YDR054C	chr4	576013	577032	576016	576903	-	1019	130	1016	YDR054C	CDC34,UBC3,DNA6	YDR054C	Ubiquitin-conjugating enzyme (E2) and catalytic subunit of SCF ubiquitin-protein ligase complex (together with Skp1p, Rbx1p, Cdc53p, and an F-box protein) that regulates cell cycle progression by targeting key substrates for degradation	CDS	clust1842	coding	388.9684375
id_YDR055W	chr4	578100	579452	578100	579434	+	1352	1	1334	YDR055W	PST1,HPF2	YDR055W	Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway, as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1	CDS	clust1843	coding	439.6365625
id_YDR056C	chr4	579579	580250	579595	580212	-	671	39	655	YDR056C	YDR056C	YDR056C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic retiuculum; YDR056C is not an essential protein	CDS	clust1844	coding	133.1390625
id_YDR057W	chr4	580461	582215	580499	582127	+	1754	39	1666	YDR057W	YOS9	YDR057W	ER quality-control lectin; integral subunit of the HRD ligase; serves as a receptor for misfolded N-glycosylated proteins, participates in their targeting to ERAD; member of the OS-9 protein family	CDS	clust1845	coding	31.1465625
id_YDR058C	chr4	582192	583276	582295	583275	-	1084	2	981	YDR058C	TGL2	YDR058C	Protein with lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli; role in yeast lipid degradation is unclear	CDS	clust1846	coding	33.5565625
id_YDR059C	chr4	583741	584362	583805	584341	-	531	22	467	YDR059C	UBC5	YDR059C	Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived and abnormal proteins, central component of the cellular stress response; expression is heat inducible	CDS	clust1847	coding	1687.6859375
id_YDR060W	chr4	585049	588298	585220	588297	+	3249	172	3248	YDR060W	MAK21,NOC1	YDR060W	Constituent of 66S pre-ribosomal particles, required for large (60S) ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein	CDS	clust1848	coding	23.42875
id_YDR061W	chr4	588734	590416	588735	590354	+	1682	2	1620	YDR061W	YDR061W	YDR061W	Mitochondrial ATP-binding cassette (ABC) transporter; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance	CDS	clust1849	coding	46.5325
id_YDR062W	chr4	591045	592829	591045	592730	+	1784	1	1685	YDR062W	LCB2,TSC1,SCS1	YDR062W	Component of serine palmitoyltransferase, responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine	CDS	clust1850	coding	234.4715625
id_YDR063W	chr4	593178	593685	593233	593682	+	507	56	504	YDR063W	YDR063W	YDR063W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDR063W is not an essential gene	CDS	clust1851	coding	153.1496875
id_YDR064W	chr4	594028	595051	594028	595022	+	484	1	455	YDR064W	RPS13,RPS13C,RPS13B	YDR064W	Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S15 and rat S13 ribosomal proteins	CDS	clust1852	coding	394.2121875
id_YDR065W	chr4	595257	596708	595257	596354	+	1451	1	1097	YDR065W	YDR065W	YDR065W	Protein of unknown function, required for vacuolar acidification; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	CDS	clust1853	coding	78.530625
id_YDR066C	chr4	596478	597069	596478	597068	-	591	2	591	YDR066C	RTR2	YDR066C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR066C is not an essential gene	CDS	clust1854	coding	7.85875
id_YDR067C	chr4	597360	598071	597360	598034	-	711	38	711	YDR067C	OCA6	YDR067C	Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts	CDS	clust1855	coding	64.216875
id_YDR068W	chr4	598239	599265	598282	599235	+	1026	44	996	YDR068W	DOS2	YDR068W	Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	CDS	clust1856	coding	147.6615625
id_YDR069C	chr4	599261	602358	599529	602309	-	3097	50	2829	YDR069C	DOA4,UBP4,SSV7,NPI2,MUT4,DOS1	YDR069C	Ubiquitin isopeptidase, required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome%2Fprevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole	CDS	clust1857	coding	21.6096875
